fy,vendor_key,wave_bill_id,source_row,invoice_date,vendor_raw,invoice_number,net_amount,tax_amount,account_code,amount,method,profile_id
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5039,5.57,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5099,44.02,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5100,11.27,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,5205,3.52,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,143,144,2023-12-08,Costco - Bill 22134500703182312081530,22134500703182312081530,1082.34,130.02,9000,1.10,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,2210,189.03,TAX_ITC,
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5002,34.77,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5004,410.67,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5005,29.35,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5007,19.36,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5013,45.83,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5014,30.81,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5016,28.76,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5021,23.47,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5031,3.81,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5032,451.22,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5033,9.39,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5034,422.52,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5035,24.64,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5039,23.18,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5099,183.36,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5100,46.96,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,5205,14.67,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,161,162,2024-01-06,Costco - Bill,,1807.35,189.03,9000,4.58,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,2210,165.09,TAX_ITC,
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5002,26.11,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5004,308.31,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5005,22.03,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5007,14.53,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5013,34.41,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5014,23.13,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5016,21.59,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5021,17.62,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5031,2.86,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5032,338.76,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5033,7.05,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5034,317.21,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5035,18.50,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5039,17.40,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5099,137.66,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5100,35.25,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,5205,11.02,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,172,173,2024-01-19,Costco - Bill 22134500602282401191441,22134500602282401191441,1356.88,165.09,9000,3.44,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,2210,146.03,TAX_ITC,
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5002,25.85,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5004,305.33,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5005,21.82,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5007,14.39,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5013,34.08,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5014,22.91,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5016,21.38,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5021,17.45,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5031,2.84,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5032,335.48,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5033,6.98,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5034,314.15,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5035,18.32,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5039,17.23,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5099,136.33,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5100,34.91,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,5205,10.91,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,179,180,2024-01-24,Costco - Bill,,1343.77,146.03,9000,3.41,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,2210,176.78,TAX_ITC,
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5002,32.65,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5004,385.63,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5005,27.56,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5007,18.17,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5013,43.04,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5014,28.93,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5016,27.01,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5021,22.04,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5031,3.58,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5032,423.71,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5033,8.81,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5034,396.76,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5035,23.14,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5039,21.77,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5099,172.18,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5100,44.09,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,5205,13.78,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,189,190,2024-02-01,Costco - Bill,,1697.15,176.78,9000,4.30,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,2210,216.49,TAX_ITC,
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5002,39.11,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5004,461.90,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5005,33.01,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5007,21.77,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5013,51.55,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5014,34.65,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5016,32.35,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5021,26.40,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5031,4.29,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5032,507.51,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5033,10.56,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5034,475.23,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5035,27.72,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5039,26.07,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5099,206.23,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5100,52.82,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,5205,16.50,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,210,211,2024-02-15,Costco - Bill,,2032.82,216.49,9000,5.15,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,2210,150.09,TAX_ITC,
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5002,29.17,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5004,344.44,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5005,24.62,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5007,16.23,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5013,38.44,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5014,25.84,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5016,24.12,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5021,19.69,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5031,3.20,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5032,378.45,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5033,7.87,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5034,354.39,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5035,20.67,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5039,19.44,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5099,153.79,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5100,39.38,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,5205,12.31,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,231,232,2024-02-27,Costco - Bill,,1515.89,150.09,9000,3.84,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,2210,105.00,TAX_ITC,
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,5002,13.47,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,5004,159.05,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,5005,11.37,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,5007,7.50,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,5013,17.75,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,5014,11.93,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,5016,11.14,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,5021,9.09,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,5031,1.48,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,5032,174.76,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,5033,3.63,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,5034,163.64,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,5035,9.54,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,5039,8.98,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,5099,71.02,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,5100,18.19,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,5205,5.68,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,237,238,2024-03-03,Costco - Bill,,699.99,105.00,9000,1.77,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,2210,38.99,TAX_ITC,
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,5002,5.00,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,5004,59.05,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,5005,4.22,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,5007,2.78,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,5013,6.59,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,5014,4.43,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,5016,4.14,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,5021,3.38,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,5031,0.55,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,5032,64.89,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,5033,1.35,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,5034,60.76,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,5035,3.54,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,5039,3.33,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,5099,26.37,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,5100,6.75,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,5205,2.11,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,240,241,2024-03-05,Costco - Bill,,259.90,38.99,9000,0.66,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,2210,108.88,TAX_ITC,
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,5002,21.74,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,5004,256.73,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,5005,18.35,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,5007,12.10,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,5013,28.65,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,5014,19.26,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,5016,17.98,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,5021,14.67,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,5031,2.38,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,5032,282.08,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,5033,5.87,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,5034,264.15,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,5035,15.41,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,5039,14.49,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,5099,114.63,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,5100,29.36,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,5205,9.17,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,242,243,2024-03-05,Costco - Bill,,1129.88,108.88,9000,2.86,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,5002,2.90,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,5004,34.25,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,5005,2.45,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,5007,1.61,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,5013,3.82,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,5014,2.57,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,5016,2.40,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,5021,1.96,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,5031,0.32,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,5032,37.63,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,5033,0.78,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,5034,35.24,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,5035,2.05,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,5039,1.93,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,5099,15.29,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,5100,3.92,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,5205,1.22,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,712,,2024-03-06,Costco - Receipt,COSTCO-RECEIPT-20240306,150.72,0.00,9000,0.38,VENDOR_PROFILE_ESTIMATE,36
