cc_card_last4,bank_txn_id,bank_date,bank_amount,prev_payment_date,period_wave_matched_purchases,allocated_to_wave_any,allocated_cc_alloc_v1,allocated_manual_split_v1,period_minus_allocated,bank_minus_allocated,bank_description
0318,453,2025-03-18,157.07,2025-03-17,0.00,157.07,0.00,157.07,-157.07,0.00,Internet Banking INTERNET TRANSFER000000123208 4500*********318
0318,454,2025-03-18,1236.86,2025-03-18,0.00,1236.86,0.00,1236.86,-1236.86,0.00,Internet Banking INTERNET TRANSFER000000119217 4500*********318
0318,442,2025-03-20,120.68,2025-03-18,154.00,120.68,120.68,0.00,33.32,0.00,Internet Banking INTERNET TRANSFER000000200356 4500*********318
0318,443,2025-03-20,12.64,2025-03-20,0.00,12.64,12.64,0.00,-12.64,0.00,Internet Banking INTERNET TRANSFER000000200055 4500*********318
0318,444,2025-03-20,20.68,2025-03-20,0.00,20.68,20.68,0.00,-20.68,0.00,Internet Banking INTERNET TRANSFER000000216612 4500*********318
0318,446,2025-03-20,34.49,2025-03-20,0.00,34.49,34.49,0.00,-34.49,0.00,Internet Banking INTERNET TRANSFER000000232270 4500*********318
0318,447,2025-03-20,116.58,2025-03-20,0.00,0.00,0.00,0.00,0.00,116.58,Internet Banking INTERNET TRANSFER000000232002 4500*********318
0318,449,2025-03-20,166.28,2025-03-20,0.00,166.28,166.28,0.00,-166.28,0.00,Internet Banking INTERNET TRANSFER000000228795 4500*********318
0318,450,2025-03-20,682.18,2025-03-20,0.00,682.18,682.18,0.00,-682.18,0.00,Internet Banking INTERNET TRANSFER000000215345 4500*********318
0318,428,2025-03-26,59.52,2025-03-20,1339.98,59.52,59.52,0.00,1280.46,0.00,Internet Banking INTERNET TRANSFER000000207786 4500*********318
0318,429,2025-03-26,93.02,2025-03-26,0.00,93.02,93.02,0.00,-93.02,0.00,Internet Banking INTERNET TRANSFER000000207570 4500*********318
0318,430,2025-03-26,8.92,2025-03-26,0.00,8.92,8.92,0.00,-8.92,0.00,Internet Banking INTERNET TRANSFER000000221991 4500*********318
0318,431,2025-03-26,97.19,2025-03-26,0.00,97.19,97.19,0.00,-97.19,0.00,Internet Banking INTERNET TRANSFER000000221837 4500*********318
0318,404,2025-04-08,72.26,2025-03-26,72.26,72.26,72.26,0.00,0.00,0.00,Internet Banking INTERNET TRANSFER000000123303 4500*********318
0318,406,2025-04-08,68.55,2025-04-08,0.00,68.55,68.55,0.00,-68.55,0.00,Internet Banking INTERNET TRANSFER000000131654 4500*********318
0318,393,2025-04-11,132.68,2025-04-08,68.55,0.00,0.00,0.00,68.55,132.68,Internet Banking INTERNET TRANSFER000000209665 4500*********318
0318,394,2025-04-11,132.68,2025-04-11,0.00,0.00,0.00,0.00,0.00,132.68,Internet Banking INTERNET TRANSFER000000232671 4500*********318
0318,395,2025-04-11,131.53,2025-04-11,0.00,0.00,0.00,0.00,0.00,131.53,Internet Banking INTERNET TRANSFER000000232524 4500*********318
0318,396,2025-04-11,132.68,2025-04-11,0.00,0.00,0.00,0.00,0.00,132.68,Internet Banking INTERNET TRANSFER000000223432 4500*********318
0318,397,2025-04-11,132.68,2025-04-11,0.00,0.00,0.00,0.00,0.00,132.68,Internet Banking INTERNET TRANSFER000000209412 4500*********318
0318,366,2025-04-24,19.45,2025-04-11,353.36,19.45,19.45,0.00,333.91,0.00,Internet Banking INTERNET TRANSFER000000239588 4500*********318
0318,368,2025-04-24,333.91,2025-04-24,0.00,333.91,333.91,0.00,-333.91,0.00,Internet Banking INTERNET TRANSFER000000239082 4500*********318
0318,369,2025-04-24,27.83,2025-04-24,0.00,27.83,27.83,0.00,-27.83,0.00,Internet Banking INTERNET TRANSFER000000226086 4500*********318
0318,371,2025-04-24,121.94,2025-04-24,0.00,0.00,0.00,0.00,0.00,121.94,Internet Banking INTERNET TRANSFER000000224206 4500*********318
0318,372,2025-04-24,45.99,2025-04-24,0.00,0.00,0.00,0.00,0.00,45.99,Internet Banking INTERNET TRANSFER000000219119 4500*********318
0318,354,2025-05-05,49.03,2025-04-24,27.83,0.00,0.00,0.00,27.83,49.03,Internet Banking INTERNET TRANSFER000000212363 4500*********318
0318,355,2025-05-05,50.70,2025-05-05,0.00,0.00,0.00,0.00,0.00,50.70,Internet Banking INTERNET TRANSFER000000224154 4500*********318
0318,356,2025-05-05,51.08,2025-05-05,0.00,51.08,51.08,0.00,-51.08,0.00,Internet Banking INTERNET TRANSFER000000238360 4500*********318
0318,357,2025-05-05,51.07,2025-05-05,0.00,0.00,0.00,0.00,0.00,51.07,Internet Banking INTERNET TRANSFER000000223103 4500*********318
0318,350,2025-05-13,408.58,2025-05-05,1634.32,0.00,0.00,0.00,1634.32,408.58,Internet Banking INTERNET TRANSFER000000124759 4500*********318
8154,1637,2023-09-27,92.54,,5585.61,92.54,92.54,0.00,5493.07,0.00,Internet Banking INTERNET TRANSFER000000237222 5268*********154
8154,1638,2023-09-27,1215.36,2023-09-27,0.00,1215.36,1215.36,0.00,-1215.36,0.00,Internet Banking INTERNET TRANSFER000000237150 5268*********154
8154,1642,2023-09-27,2346.93,2023-09-27,0.00,2346.93,2346.93,0.00,-2346.93,0.00,Internet Banking INTERNET TRANSFER000000215732 5268*********154
8154,1643,2023-09-27,1129.51,2023-09-27,0.00,0.00,0.00,0.00,0.00,1129.51,Internet Banking INTERNET TRANSFER000000215084 5268*********154
8154,1601,2023-10-20,82.49,2023-09-27,1307.90,0.00,0.00,0.00,1307.90,82.49,Internet Banking INTERNET TRANSFER000000120551 5268*********154
8154,1602,2023-10-20,62.54,2023-10-20,0.00,0.00,0.00,0.00,0.00,62.54,Internet Banking INTERNET TRANSFER000000120304 5268*********154
8154,1603,2023-10-20,224.07,2023-10-20,0.00,0.00,0.00,0.00,0.00,224.07,Internet Banking INTERNET TRANSFER000000107895 5268*********154
8154,1605,2023-10-20,851.32,2023-10-20,0.00,0.00,0.00,0.00,0.00,851.32,Internet Banking INTERNET TRANSFER000000111163 5268*********154
8154,1606,2023-10-20,48.27,2023-10-20,0.00,0.00,0.00,0.00,0.00,48.27,Internet Banking INTERNET TRANSFER000000211811 5268*********154
8154,1607,2023-10-20,236.73,2023-10-20,0.00,0.00,0.00,0.00,0.00,236.73,Internet Banking INTERNET TRANSFER000000207327 5268*********154
8154,1564,2023-10-23,62.54,2023-10-20,0.00,0.00,0.00,0.00,0.00,62.54,Internet Banking INTERNET TRANSFER000000101916 5268*********154
8154,1565,2023-10-23,994.88,2023-10-23,0.00,994.88,994.88,0.00,-994.88,0.00,Internet Banking INTERNET TRANSFER000000101349 5268*********154
8154,1573,2023-10-23,56.35,2023-10-23,0.00,0.00,0.00,0.00,0.00,56.35,Internet Banking INTERNET TRANSFER000000115905 5268*********154
8154,1574,2023-10-23,40.18,2023-10-23,0.00,0.00,0.00,0.00,0.00,40.18,Internet Banking INTERNET TRANSFER000000115606 5268*********154
8154,1575,2023-10-23,37.71,2023-10-23,0.00,0.00,0.00,0.00,0.00,37.71,Internet Banking INTERNET TRANSFER000000115497 5268*********154
8154,1580,2023-10-23,582.38,2023-10-23,0.00,582.38,582.38,0.00,-582.38,0.00,Internet Banking INTERNET TRANSFER000000120607 5268*********154
8154,1582,2023-10-23,1523.52,2023-10-23,0.00,1523.52,1523.52,0.00,-1523.52,0.00,Internet Banking INTERNET TRANSFER000000104882 5268*********154
8154,1583,2023-10-23,70.10,2023-10-23,0.00,0.00,0.00,0.00,0.00,70.10,Internet Banking INTERNET TRANSFER000000139013 5268*********154
8154,1588,2023-10-23,137.90,2023-10-23,0.00,137.90,137.90,0.00,-137.90,0.00,Internet Banking INTERNET TRANSFER000000104225 5268*********154
8154,1591,2023-10-23,19.54,2023-10-23,0.00,0.00,0.00,0.00,0.00,19.54,Internet Banking INTERNET TRANSFER000000102199 5268*********154
8154,1595,2023-10-23,59.13,2023-10-23,0.00,0.00,0.00,0.00,0.00,59.13,Internet Banking INTERNET TRANSFER000000100146 5268*********154
8154,1596,2023-10-23,167.85,2023-10-23,0.00,0.00,0.00,0.00,0.00,167.85,Internet Banking INTERNET TRANSFER000000122519 5268*********154
8154,1597,2023-10-23,10.24,2023-10-23,0.00,0.00,0.00,0.00,0.00,10.24,Internet Banking INTERNET TRANSFER000000128265 5268*********154
8154,1563,2023-10-24,78.83,2023-10-23,0.00,0.00,0.00,0.00,0.00,78.83,Internet Banking INTERNET TRANSFER000000238906 5268*********154
8154,1560,2023-10-25,1371.82,2023-10-24,0.00,0.00,0.00,0.00,0.00,1371.82,Internet Banking INTERNET TRANSFER000000119144 5268*********154
8154,1548,2023-10-30,64.04,2023-10-25,0.00,0.00,0.00,0.00,0.00,64.04,Internet Banking INTERNET TRANSFER000000234528 5268*********154
8154,1551,2023-10-30,586.57,2023-10-30,0.00,0.00,0.00,0.00,0.00,586.57,Internet Banking INTERNET TRANSFER000000217646 5268*********154
8154,1537,2023-11-01,1977.98,2023-10-30,0.00,0.00,0.00,0.00,0.00,1977.98,Internet Banking INTERNET TRANSFER000000121221 5268*********154
8154,1539,2023-11-01,631.81,2023-11-01,0.00,0.00,0.00,0.00,0.00,631.81,Internet Banking INTERNET TRANSFER000000221703 5268*********154
8154,1516,2023-11-08,138.00,2023-11-01,0.00,0.00,0.00,0.00,0.00,138.00,Internet Banking INTERNET TRANSFER000000100431 5268*********154
8154,1520,2023-11-08,1366.17,2023-11-08,0.00,0.00,0.00,0.00,0.00,1366.17,Internet Banking INTERNET TRANSFER000000105869 5268*********154
8154,1506,2023-11-15,63.56,2023-11-08,0.00,0.00,0.00,0.00,0.00,63.56,Internet Banking INTERNET TRANSFER000000100336 5268*********154
8154,1494,2023-11-23,1659.22,2023-11-15,0.00,0.00,0.00,0.00,0.00,1659.22,Internet Banking INTERNET TRANSFER000000202718 5268*********154
8154,1482,2023-11-30,158.99,2023-11-23,0.00,0.00,0.00,0.00,0.00,158.99,Internet Banking INTERNET TRANSFER000000222995 5268*********154
8154,1483,2023-11-30,11.48,2023-11-30,0.00,0.00,0.00,0.00,0.00,11.48,Internet Banking INTERNET TRANSFER000000202835 5268*********154
8154,1469,2023-12-01,2129.38,2023-11-30,0.00,0.00,0.00,0.00,0.00,2129.38,Internet Banking INTERNET TRANSFER000000227674 5268*********154
8154,1471,2023-12-01,46.58,2023-12-01,0.00,0.00,0.00,0.00,0.00,46.58,Internet Banking INTERNET TRANSFER000000224257 5268*********154
8154,1476,2023-12-01,66.95,2023-12-01,0.00,0.00,0.00,0.00,0.00,66.95,Internet Banking INTERNET TRANSFER000000222384 5268*********154
8154,1466,2023-12-04,31.31,2023-12-01,0.00,0.00,0.00,0.00,0.00,31.31,Internet Banking INTERNET TRANSFER000000105312 5268*********154
8154,1458,2023-12-06,35.62,2023-12-04,0.00,0.00,0.00,0.00,0.00,35.62,Internet Banking INTERNET TRANSFER000000238667 5268*********154
8154,1460,2023-12-06,1194.88,2023-12-06,0.00,0.00,0.00,0.00,0.00,1194.88,Internet Banking INTERNET TRANSFER000000223324 5268*********154
8154,1437,2023-12-19,1212.36,2023-12-06,1212.36,1212.36,1212.36,0.00,0.00,0.00,Internet Banking INTERNET TRANSFER000000117514 5268*********154
8154,1413,2024-01-04,35.60,2023-12-19,0.00,0.00,0.00,0.00,0.00,35.60,Internet Banking INTERNET TRANSFER000000115360 5268*********154
8154,1399,2024-01-08,1996.38,2024-01-04,0.00,0.00,0.00,0.00,0.00,1996.38,Internet Banking INTERNET TRANSFER000000105256 5268*********154
8154,1401,2024-01-08,74.14,2024-01-08,0.00,0.00,0.00,0.00,0.00,74.14,Internet Banking INTERNET TRANSFER000000122941 5268*********154
8154,1403,2024-01-08,20.10,2024-01-08,0.00,0.00,0.00,0.00,0.00,20.10,Internet Banking INTERNET TRANSFER000000106590 5268*********154
8154,1394,2024-01-09,34.49,2024-01-08,0.00,0.00,0.00,0.00,0.00,34.49,Internet Banking INTERNET TRANSFER000000223234 5268*********154
8154,1395,2024-01-09,22.99,2024-01-09,0.00,0.00,0.00,0.00,0.00,22.99,Internet Banking INTERNET TRANSFER000000239016 5268*********154
8154,1378,2024-01-17,84.97,2024-01-09,0.00,0.00,0.00,0.00,0.00,84.97,Internet Banking INTERNET TRANSFER000000200011 5268*********154
8154,1379,2024-01-17,39.99,2024-01-17,0.00,0.00,0.00,0.00,0.00,39.99,Internet Banking INTERNET TRANSFER000000209916 5268*********154
8154,1347,2024-01-29,1489.80,2024-01-17,0.00,0.00,0.00,0.00,0.00,1489.80,Internet Banking INTERNET TRANSFER000000210092 5268*********154
8154,1341,2024-01-30,1521.97,2024-01-29,0.00,0.00,0.00,0.00,0.00,1521.97,Internet Banking INTERNET TRANSFER000000213231 5268*********154
8154,1334,2024-02-01,40.01,2024-01-30,0.00,0.00,0.00,0.00,0.00,40.01,Internet Banking INTERNET TRANSFER000000208195 5268*********154
8154,1335,2024-02-01,1873.93,2024-02-01,0.00,1873.93,1873.93,0.00,-1873.93,0.00,Internet Banking INTERNET TRANSFER000000224009 5268*********154
8154,1318,2024-02-12,249.71,2024-02-01,1913.94,0.00,0.00,0.00,1913.94,249.71,Internet Banking INTERNET TRANSFER000000216078 5268*********154
8154,1292,2024-02-22,2249.31,2024-02-12,0.00,0.00,0.00,0.00,0.00,2249.31,Internet Banking INTERNET TRANSFER000000230122 5268*********154
8154,1272,2024-02-26,98.97,2024-02-22,0.00,0.00,0.00,0.00,0.00,98.97,Internet Banking INTERNET TRANSFER000000213158 5268*********154
8154,1268,2024-02-27,1665.98,2024-02-26,0.00,1665.98,1665.98,0.00,-1665.98,0.00,Internet Banking INTERNET TRANSFER000000121061 5268*********154
8154,1254,2024-03-06,1238.76,2024-02-27,1665.98,0.00,0.00,0.00,1665.98,1238.76,Internet Banking INTERNET TRANSFER000000229265 5268*********154
8154,1236,2024-03-11,143.62,2024-03-06,807.55,0.00,0.00,0.00,807.55,143.62,Internet Banking INTERNET TRANSFER000000212345 5268*********154
8154,1216,2024-03-14,632.49,2024-03-11,0.00,0.00,0.00,0.00,0.00,632.49,Internet Banking INTERNET TRANSFER000000201606 5268*********154
8154,1217,2024-03-14,45.95,2024-03-14,0.00,0.00,0.00,0.00,0.00,45.95,Internet Banking INTERNET TRANSFER000000238227 5268*********154
8154,1219,2024-03-14,1612.59,2024-03-14,0.00,0.00,0.00,0.00,0.00,1612.59,Internet Banking INTERNET TRANSFER000000211268 5268*********154
8154,1195,2024-03-25,1325.74,2024-03-14,1325.74,1325.74,1325.74,0.00,0.00,0.00,Internet Banking INTERNET TRANSFER000000103542 5268*********154
8154,1174,2024-04-04,811.89,2024-03-25,0.00,0.00,0.00,0.00,0.00,811.89,Internet Banking INTERNET TRANSFER000000117407 5268*********154
8154,1175,2024-04-04,1251.73,2024-04-04,0.00,0.00,0.00,0.00,0.00,1251.73,Internet Banking INTERNET TRANSFER000000116720 5268*********154
8154,1167,2024-04-08,203.78,2024-04-04,0.00,0.00,0.00,0.00,0.00,203.78,Internet Banking INTERNET TRANSFER000000233286 5268*********154
8154,1168,2024-04-08,107.35,2024-04-08,0.00,0.00,0.00,0.00,0.00,107.35,Internet Banking INTERNET TRANSFER000000233134 5268*********154
8154,1169,2024-04-08,19.95,2024-04-08,0.00,0.00,0.00,0.00,0.00,19.95,Internet Banking INTERNET TRANSFER000000232904 5268*********154
8154,1155,2024-04-12,27.43,2024-04-08,694.90,27.43,27.43,0.00,667.47,0.00,Internet Banking INTERNET TRANSFER000000235596 5268*********154
8154,1156,2024-04-12,14.46,2024-04-12,0.00,0.00,0.00,0.00,0.00,14.46,Internet Banking INTERNET TRANSFER000000229265 5268*********154
8154,1157,2024-04-12,667.47,2024-04-12,0.00,667.47,667.47,0.00,-667.47,0.00,Internet Banking INTERNET TRANSFER000000211080 5268*********154
8154,1158,2024-04-12,168.62,2024-04-12,0.00,0.00,0.00,0.00,0.00,168.62,Internet Banking INTERNET TRANSFER000000210502 5268*********154
8154,1116,2024-05-07,31.94,2024-04-12,0.00,0.00,0.00,0.00,0.00,31.94,Internet Banking INTERNET TRANSFER000000226660 5268*********154
8154,1117,2024-05-07,62.84,2024-05-07,0.00,0.00,0.00,0.00,0.00,62.84,Internet Banking INTERNET TRANSFER000000226403 5268*********154
8154,1111,2024-05-09,858.30,2024-05-07,0.00,0.00,0.00,0.00,0.00,858.30,Internet Banking INTERNET TRANSFER000000218450 5268*********154
8154,1098,2024-05-27,80.86,2024-05-09,0.00,0.00,0.00,0.00,0.00,80.86,Internet Banking INTERNET TRANSFER000000203338 5268*********154
8154,1068,2024-08-19,1080.39,2024-05-27,0.00,0.00,0.00,0.00,0.00,1080.39,Internet Banking INTERNET TRANSFER000000124984 5268*********154
8154,1053,2024-09-03,130.54,2024-08-19,0.00,0.00,0.00,0.00,0.00,130.54,Internet Banking INTERNET TRANSFER000000201730 5268*********154
8154,1056,2024-09-03,1390.42,2024-09-03,0.00,0.00,0.00,0.00,0.00,1390.42,Internet Banking INTERNET TRANSFER000000237498 5268*********154
8154,1049,2024-09-05,336.40,2024-09-03,0.00,0.00,0.00,0.00,0.00,336.40,Internet Banking INTERNET TRANSFER000000237259 5268*********154
8154,1039,2024-09-09,14.42,2024-09-05,0.00,0.00,0.00,0.00,0.00,14.42,Internet Banking INTERNET TRANSFER000000121697 5268*********154
8154,1040,2024-09-09,38.45,2024-09-09,0.00,0.00,0.00,0.00,0.00,38.45,Internet Banking INTERNET TRANSFER000000120708 5268*********154
8154,1020,2024-09-18,321.65,2024-09-09,0.00,0.00,0.00,0.00,0.00,321.65,Internet Banking INTERNET TRANSFER000000108348 5268*********154
8154,1021,2024-09-18,248.44,2024-09-18,0.00,0.00,0.00,0.00,0.00,248.44,Internet Banking INTERNET TRANSFER000000128444 5268*********154
8154,1022,2024-09-18,159.35,2024-09-18,0.00,0.00,0.00,0.00,0.00,159.35,Internet Banking INTERNET TRANSFER000000117393 5268*********154
8154,1024,2024-09-18,63.03,2024-09-18,0.00,0.00,0.00,0.00,0.00,63.03,Internet Banking INTERNET TRANSFER000000134693 5268*********154
8154,1009,2024-09-23,334.42,2024-09-18,0.00,0.00,0.00,0.00,0.00,334.42,Internet Banking INTERNET TRANSFER000000208073 5268*********154
8154,995,2024-09-27,1781.97,2024-09-23,0.00,0.00,0.00,0.00,0.00,1781.97,Internet Banking INTERNET TRANSFER000000239030 5268*********154
8154,996,2024-09-27,1114.45,2024-09-27,0.00,0.00,0.00,0.00,0.00,1114.45,Internet Banking INTERNET TRANSFER000000206884 5268*********154
8154,980,2024-10-01,807.55,2024-09-27,0.00,807.55,807.55,0.00,-807.55,0.00,Internet Banking INTERNET TRANSFER000000128256 5268*********154
8154,982,2024-10-01,355.22,2024-10-01,0.00,0.00,0.00,0.00,0.00,355.22,Internet Banking INTERNET TRANSFER000000119658 5268*********154
8154,985,2024-10-01,130.54,2024-10-01,0.00,0.00,0.00,0.00,0.00,130.54,Internet Banking INTERNET TRANSFER000000125078 5268*********154
8154,986,2024-10-01,91.98,2024-10-01,0.00,0.00,0.00,0.00,0.00,91.98,Internet Banking INTERNET TRANSFER000000139147 5268*********154
8154,975,2024-10-02,56.33,2024-10-01,0.00,0.00,0.00,0.00,0.00,56.33,Internet Banking INTERNET TRANSFER000000224890 5268*********154
8154,966,2024-10-07,2083.23,2024-10-02,0.00,0.00,0.00,0.00,0.00,2083.23,Internet Banking INTERNET TRANSFER000000201708 5268*********154
8154,967,2024-10-07,15.76,2024-10-07,0.00,0.00,0.00,0.00,0.00,15.76,Internet Banking INTERNET TRANSFER000000201472 5268*********154
8154,968,2024-10-07,932.33,2024-10-07,0.00,0.00,0.00,0.00,0.00,932.33,Internet Banking INTERNET TRANSFER000000214523 5268*********154
8154,971,2024-10-07,275.41,2024-10-07,0.00,0.00,0.00,0.00,0.00,275.41,Internet Banking INTERNET TRANSFER000000213813 5268*********154
8154,951,2024-10-11,49.55,2024-10-07,0.00,0.00,0.00,0.00,0.00,49.55,Internet Banking INTERNET TRANSFER000000202871 5268*********154
8154,945,2024-10-15,130.41,2024-10-11,0.00,0.00,0.00,0.00,0.00,130.41,Internet Banking INTERNET TRANSFER000000135019 5268*********154
8154,920,2024-10-21,1869.09,2024-10-15,0.00,0.00,0.00,0.00,0.00,1869.09,Internet Banking INTERNET TRANSFER000000234448 5268*********154
8154,921,2024-10-21,322.88,2024-10-21,0.00,0.00,0.00,0.00,0.00,322.88,Internet Banking INTERNET TRANSFER000000225955 5268*********154
8154,924,2024-10-21,294.71,2024-10-21,0.00,0.00,0.00,0.00,0.00,294.71,Internet Banking INTERNET TRANSFER000000203404 5268*********154
8154,918,2024-10-22,236.91,2024-10-21,0.00,0.00,0.00,0.00,0.00,236.91,Internet Banking INTERNET TRANSFER000000211166 5268*********154
8154,906,2024-10-24,1472.83,2024-10-22,0.00,0.00,0.00,0.00,0.00,1472.83,Internet Banking INTERNET TRANSFER000000101589 5268*********154
8154,887,2024-10-28,479.32,2024-10-24,0.00,0.00,0.00,0.00,0.00,479.32,Internet Banking INTERNET TRANSFER000000106305 5268*********154
8154,891,2024-10-28,78.30,2024-10-28,0.00,0.00,0.00,0.00,0.00,78.30,Internet Banking INTERNET TRANSFER000000129150 5268*********154
8154,892,2024-10-28,22.00,2024-10-28,0.00,0.00,0.00,0.00,0.00,22.00,Internet Banking INTERNET TRANSFER000000128873 5268*********154
8154,872,2024-11-04,32.23,2024-10-28,0.00,0.00,0.00,0.00,0.00,32.23,Internet Banking INTERNET TRANSFER000000204199 5268*********154
8154,874,2024-11-04,1672.89,2024-11-04,0.00,0.00,0.00,0.00,0.00,1672.89,Internet Banking INTERNET TRANSFER000000227411 5268*********154
8154,839,2024-11-12,550.87,2024-11-04,0.00,0.00,0.00,0.00,0.00,550.87,Internet Banking INTERNET TRANSFER000000118009 5268*********154
8154,842,2024-11-12,62.03,2024-11-12,0.00,0.00,0.00,0.00,0.00,62.03,Internet Banking INTERNET TRANSFER000000111399 5268*********154
8154,844,2024-11-12,106.26,2024-11-12,0.00,0.00,0.00,0.00,0.00,106.26,Internet Banking INTERNET TRANSFER000000135501 5268*********154
8154,846,2024-11-12,279.08,2024-11-12,0.00,0.00,0.00,0.00,0.00,279.08,Internet Banking INTERNET TRANSFER000000118620 5268*********154
8154,821,2024-11-18,1090.96,2024-11-12,0.00,0.00,0.00,0.00,0.00,1090.96,Internet Banking INTERNET TRANSFER000000128707 5268*********154
8154,822,2024-11-18,251.76,2024-11-18,0.00,0.00,0.00,0.00,0.00,251.76,Internet Banking INTERNET TRANSFER000000107381 5268*********154
8154,824,2024-11-18,1787.76,2024-11-18,0.00,0.00,0.00,0.00,0.00,1787.76,Internet Banking INTERNET TRANSFER000000104735 5268*********154
8154,771,2024-12-03,258.12,2024-11-18,636.47,0.00,0.00,0.00,636.47,258.12,Internet Banking INTERNET TRANSFER000000130163 5268*********154
8154,773,2024-12-03,16.78,2024-12-03,0.00,0.00,0.00,0.00,0.00,16.78,Internet Banking INTERNET TRANSFER000000129642 5268*********154
8154,774,2024-12-03,62.88,2024-12-03,0.00,0.00,0.00,0.00,0.00,62.88,Internet Banking INTERNET TRANSFER000000129483 5268*********154
8154,775,2024-12-03,368.59,2024-12-03,0.00,368.59,368.59,0.00,-368.59,0.00,Internet Banking INTERNET TRANSFER000000128944 5268*********154
8154,778,2024-12-03,400.00,2024-12-03,0.00,0.00,0.00,0.00,0.00,400.00,Internet Banking INTERNET TRANSFER000000127489 5268*********154
8154,780,2024-12-03,24.66,2024-12-03,0.00,24.66,24.66,0.00,-24.66,0.00,Internet Banking INTERNET TRANSFER000000134238 5268*********154
8154,783,2024-12-03,218.46,2024-12-03,0.00,218.46,218.46,0.00,-218.46,0.00,Internet Banking INTERNET TRANSFER000000137162 5268*********154
8154,784,2024-12-03,24.76,2024-12-03,0.00,24.76,24.76,0.00,-24.76,0.00,Internet Banking INTERNET TRANSFER000000136201 5268*********154
8154,753,2024-12-09,279.81,2024-12-03,135.79,0.00,0.00,0.00,135.79,279.81,Internet Banking INTERNET TRANSFER000000134545 5268*********154
8154,754,2024-12-09,37.77,2024-12-09,0.00,0.00,0.00,0.00,0.00,37.77,Internet Banking INTERNET TRANSFER000000129151 5268*********154
8154,756,2024-12-09,283.48,2024-12-09,0.00,0.00,0.00,0.00,0.00,283.48,Internet Banking INTERNET TRANSFER000000101098 5268*********154
8154,744,2024-12-11,118.97,2024-12-09,0.00,0.00,0.00,0.00,0.00,118.97,Internet Banking INTERNET TRANSFER000000124028 5268*********154
8154,745,2024-12-11,75.79,2024-12-11,0.00,75.79,75.79,0.00,-75.79,0.00,Internet Banking INTERNET TRANSFER000000139965 5268*********154
8154,726,2024-12-16,83.35,2024-12-11,0.00,0.00,0.00,0.00,0.00,83.35,Internet Banking INTERNET TRANSFER000000236880 5268*********154
8154,729,2024-12-16,30.51,2024-12-16,0.00,0.00,0.00,0.00,0.00,30.51,Internet Banking INTERNET TRANSFER000000200410 5268*********154
8154,713,2024-12-20,2152.03,2024-12-16,0.00,0.00,0.00,0.00,0.00,2152.03,Internet Banking INTERNET TRANSFER000000138982 5268*********154
8154,714,2024-12-20,400.00,2024-12-20,0.00,400.00,0.00,0.00,-400.00,0.00,Internet Banking INTERNET TRANSFER000000138414 5268*********154
8154,698,2024-12-31,63.95,2024-12-20,0.00,0.00,0.00,0.00,0.00,63.95,Internet Banking INTERNET TRANSFER000000201335 5268*********154
8154,699,2024-12-31,17.24,2024-12-31,0.00,0.00,0.00,0.00,0.00,17.24,Internet Banking INTERNET TRANSFER000000230134 5268*********154
8154,677,2025-01-08,108.40,2024-12-31,0.00,0.00,0.00,0.00,0.00,108.40,Internet Banking INTERNET TRANSFER000000209054 5268*********154
8154,678,2025-01-08,55.86,2025-01-08,0.00,0.00,0.00,0.00,0.00,55.86,Internet Banking INTERNET TRANSFER000000213081 5268*********154
8154,680,2025-01-08,48.16,2025-01-08,0.00,0.00,0.00,0.00,0.00,48.16,Internet Banking INTERNET TRANSFER000000208777 5268*********154
8154,681,2025-01-08,76.22,2025-01-08,0.00,0.00,0.00,0.00,0.00,76.22,Internet Banking INTERNET TRANSFER000000208552 5268*********154
8154,645,2025-01-16,14.40,2025-01-08,0.00,0.00,0.00,0.00,0.00,14.40,Internet Banking INTERNET TRANSFER000000202511 5268*********154
8154,647,2025-01-16,90.08,2025-01-16,0.00,0.00,0.00,0.00,0.00,90.08,Internet Banking INTERNET TRANSFER000000238032 5268*********154
8154,648,2025-01-16,2415.47,2025-01-16,0.00,0.00,0.00,0.00,0.00,2415.47,Internet Banking INTERNET TRANSFER000000237617 5268*********154
8154,649,2025-01-16,36.00,2025-01-16,0.00,0.00,0.00,0.00,0.00,36.00,Internet Banking INTERNET TRANSFER000000201393 5268*********154
8154,650,2025-01-16,129.29,2025-01-16,0.00,0.00,0.00,0.00,0.00,129.29,Internet Banking INTERNET TRANSFER000000200866 5268*********154
8154,652,2025-01-16,642.89,2025-01-16,0.00,0.00,0.00,0.00,0.00,642.89,Internet Banking INTERNET TRANSFER000000209476 5268*********154
8154,653,2025-01-16,337.47,2025-01-16,0.00,0.00,0.00,0.00,0.00,337.47,Internet Banking INTERNET TRANSFER000000208978 5268*********154
8154,605,2025-01-27,79.70,2025-01-16,121.89,0.00,0.00,0.00,121.89,79.70,Internet Banking INTERNET TRANSFER000000220129 5268*********154
8154,606,2025-01-27,76.91,2025-01-27,0.00,0.00,0.00,0.00,0.00,76.91,Internet Banking INTERNET TRANSFER000000229528 5268*********154
8154,608,2025-01-27,42.18,2025-01-27,0.00,0.00,0.00,0.00,0.00,42.18,Internet Banking INTERNET TRANSFER000000212562 5268*********154
8154,609,2025-01-27,60.00,2025-01-27,0.00,60.00,60.00,0.00,-60.00,0.00,Internet Banking INTERNET TRANSFER000000212447 5268*********154
