1001,12472
1120,10015
1301,2000
1480,1490
2599,25977
2781,5097
2680,2663
2620,10013
3499,17773
3500,100
3600,8104
3620,8204
3640,25977
8000,230907
8299,230907
8518,105698
8519,125209
8520,798
8523,408
8622,3610
8690,1951
8710,6694
8810,11608
8860,353
8911,7137
8960,981
9060,54899
9220,465
9270,3782
9281,4038
9801,136
9367,96860
9368,202558
9970,28349
9999,28349
3660,16656
3680,28349
3700,36900
3740,-1
3849,8104
