wave_bill_id,entry_date,bill_total,bill_total_cents,settlement_amount,settlement_amount_cents,match_type,bank_txn_id,cc_txn_id,shareholder_code,shareholder_basis,journal_entry_id
310,2024-05-07,62.84,6284,62.84,6284,CC_PAYMENT_TRANSFER,1117,,2410,cc_payment_links,WAVE_BILL_CC_SETTLE_310
311,2024-05-09,858.30,85830,858.30,85830,CC_PURCHASE,,3695,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_311
315,2024-05-17,71.11,7111,71.11,7111,CC_PURCHASE,,1059,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_315
316,2024-05-27,29.64,2964,29.64,2964,CC_PURCHASE,,1036,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_316
318,2024-06-03,34.81,3481,34.81,3481,CC_PURCHASE,,1025,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_318
319,2024-06-03,213.52,21352,213.52,21352,CC_PURCHASE,,1024,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_319
325,2024-07-11,29.78,2978,29.78,2978,CC_PURCHASE,,962,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_325
329,2024-08-06,14.01,1401,14.01,1401,CC_PURCHASE,,916,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_329
331,2024-08-08,135.55,13555,135.55,13555,CC_PURCHASE,,913,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_331
333,2024-08-19,1185.54,118554,1185.54,118554,CC_PURCHASE,,3551,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_333
334,2024-08-19,237.89,23789,237.89,23789,CC_PAYMENT_TRANSFER,1067,,2410,cc_payment_links,WAVE_BILL_CC_SETTLE_334
335,2024-08-21,101.78,10178,101.78,10178,CC_PURCHASE,,879,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_335
337,2024-08-23,40.53,4053,40.53,4053,CC_PURCHASE,,872,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_337
340,2024-08-29,1390.42,139042,1390.42,139042,CC_PURCHASE,,3533,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_340
346,2024-10-01,130.54,13054,130.54,13054,CC_PAYMENT_TRANSFER,985,,2410,cc_payment_links,WAVE_BILL_CC_SETTLE_346
348,2024-09-03,236.21,23621,236.21,23621,CC_PURCHASE,,3524,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_348
350,2024-09-04,336.40,33640,336.40,33640,CC_PURCHASE,,3519,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_350
354,2024-09-06,925.34,92534,925.34,92534,CC_PURCHASE,,3515,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_354
356,2024-09-09,14.42,1442,14.42,1442,CC_PURCHASE,,3510,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_356
357,2024-09-09,38.45,3845,38.45,3845,CC_PURCHASE,,3507,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_357
359,2024-09-10,63.03,6303,63.03,6303,CC_PURCHASE,,3506,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_359
360,2024-09-10,30.44,3044,30.44,3044,CC_PURCHASE,,856,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_360
361,2024-09-10,159.35,15935,159.35,15935,CC_PURCHASE,,3505,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_361
367,2024-09-16,20.76,2076,20.76,2076,CC_PURCHASE,,3486,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_367
368,2024-09-16,248.44,24844,248.44,24844,CC_PURCHASE,,3485,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_368
378,2024-09-23,334.42,33442,334.42,33442,CC_PURCHASE,,3477,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_378
380,2024-09-24,91.98,9198,91.98,9198,CC_PURCHASE,,3475,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_380
384,2024-09-26,1114.45,111445,1114.45,111445,CC_PURCHASE,,3473,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_384
387,2024-09-26,1781.97,178197,1781.97,178197,CC_PURCHASE,,3471,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_387
388,2024-09-27,56.33,5633,56.33,5633,CC_PURCHASE,,3467,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_388
395,2024-10-01,355.22,35522,355.22,35522,CC_PURCHASE,,3458,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_395
401,2024-09-26,118.97,11897,118.97,11897,CC_PURCHASE,,3470,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_401
405,2024-10-07,275.41,27541,275.41,27541,CC_PURCHASE,,3439,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_405
406,2024-10-07,932.33,93233,932.33,93233,CC_PURCHASE,,3430,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_406
407,2024-10-07,15.76,1576,15.76,1576,CC_PURCHASE,,3434,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_407
408,2024-10-07,2083.23,208323,2083.23,208323,CC_PURCHASE,,3432,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_408
413,2024-10-11,49.55,4955,49.55,4955,CC_PURCHASE,,3417,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_413
415,2024-10-15,130.41,13041,130.41,13041,CC_PURCHASE,,3415,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_415
416,2024-10-15,531.07,53107,531.07,53107,CC_PURCHASE,,813,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_416
422,2024-10-17,32.74,3274,32.74,3274,CC_PURCHASE,,808,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_422
426,2024-10-17,1869.09,186909,1869.09,186909,CC_PURCHASE,,3407,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_426
427,2024-10-21,294.71,29471,294.71,29471,CC_PURCHASE,,3402,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_427
432,2024-10-21,322.88,32288,322.88,32288,CC_PURCHASE,,3399,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_432
435,2024-11-04,274.78,27478,274.78,27478,CC_PAYMENT_TRANSFER,865,,2410,cc_payment_links,WAVE_BILL_CC_SETTLE_435
436,2024-10-24,1472.83,147283,1472.83,147283,CC_PURCHASE,,3391,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_436
440,2024-10-28,105.90,10590,105.90,10590,CC_PURCHASE,,779,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_440
441,2024-10-25,78.30,7830,78.30,7830,CC_PURCHASE,,3387,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_441
444,2024-10-28,93.02,9302,93.02,9302,CC_PURCHASE,,781,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_444
446,2024-10-28,22.00,2200,22.00,2200,CC_PURCHASE,,3382,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_446
451,2024-10-28,479.32,47932,479.32,47932,CC_PURCHASE,,3384,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_451
454,2024-10-31,1672.89,167289,1672.89,167289,CC_PURCHASE,,3374,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_454
456,2024-11-04,32.23,3223,32.23,3223,CC_PURCHASE,,3369,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_456
458,2024-11-04,627.63,62763,627.63,62763,CC_PURCHASE,,775,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_458
464,2024-11-08,62.03,6203,62.03,6203,CC_PURCHASE,,3361,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_464
466,2024-11-12,570.59,57059,570.59,57059,CC_PURCHASE,,755,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_466
469,2024-11-12,279.08,27908,279.08,27908,CC_PURCHASE,,3357,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_469
470,2024-11-12,106.26,10626,106.26,10626,CC_PURCHASE,,3356,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_470
473,2024-11-13,550.87,55087,550.87,55087,CC_PURCHASE,,3355,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_473
477,2024-11-14,1787.76,178776,1787.76,178776,CC_PURCHASE,,3349,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_477
478,2024-11-14,1090.96,109096,1090.96,109096,CC_PURCHASE,,3347,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_478
480,2024-11-18,89.84,8984,89.84,8984,CC_PURCHASE,,3341,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_480
482,2024-11-18,251.76,25176,251.76,25176,CC_PAYMENT_TRANSFER,822,,2410,cc_payment_links,WAVE_BILL_CC_SETTLE_482
483,2024-11-22,62.88,6288,62.88,6288,CC_PURCHASE,,3330,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_483
488,2024-11-25,24.66,2466,24.66,2466,CC_PURCHASE,,3327,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_488
489,2024-11-25,30.02,3002,30.02,3002,CC_PURCHASE,,732,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_489
491,2024-11-25,16.78,1678,16.78,1678,CC_PURCHASE,,3323,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_491
492,2024-11-25,218.46,21846,218.46,21846,CC_PURCHASE,,3321,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_492
494,2024-11-26,24.76,2476,24.76,2476,CC_PURCHASE,,3320,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_494
496,2024-11-27,64.98,6498,64.98,6498,CC_PURCHASE,,728,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_496
499,2024-12-02,368.59,36859,368.59,36859,CC_PURCHASE,,3306,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_499
500,2024-12-02,258.12,25812,258.12,25812,CC_PURCHASE,,3309,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_500
502,2025-02-10,40.74,4074,40.74,4074,CC_PAYMENT_TRANSFER,576,,2410,cc_payment_links,WAVE_BILL_CC_SETTLE_502
508,2024-12-06,60.00,6000,60.00,6000,CC_PURCHASE,,3280,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_508
511,2024-12-05,283.48,28348,283.48,28348,CC_PURCHASE,,3290,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_511
515,2024-12-06,75.79,7579,75.79,7579,CC_PURCHASE,,3279,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_515
519,2024-12-09,279.81,27981,279.81,27981,CC_PURCHASE,,3275,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_519
522,2024-12-16,31.44,3144,31.44,3144,CC_PAYMENT_FUNDING,729,,2410,cc_payment_links,WAVE_BILL_CC_SETTLE_522
524,2024-12-12,688.84,68884,688.84,68884,CC_PURCHASE,,707,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_524
527,2024-12-13,30.51,3051,30.51,3051,CC_PURCHASE,,3251,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_527
532,2024-12-16,2152.03,215203,2152.03,215203,CC_PURCHASE,,3248,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_532
533,2024-12-16,83.35,8335,83.35,8335,CC_PURCHASE,,3237,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_533
535,2024-12-19,17.24,1724,17.24,1724,CC_PURCHASE,,3218,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_535
543,2025-03-05,412.83,41283,412.83,41283,CC_PAYMENT_FUNDING,501,,2410,cc_payment_links,WAVE_BILL_CC_SETTLE_543
545,2025-01-02,63.95,6395,63.95,6395,CC_PURCHASE,,3182,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_545
549,2025-01-06,55.86,5586,55.86,5586,CC_PURCHASE,,3176,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_549
550,2025-01-06,691.66,69166,691.66,69166,CC_PURCHASE,,683,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_550
551,2025-01-06,48.16,4816,48.16,4816,CC_PURCHASE,,3172,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_551
552,2025-01-06,76.84,7684,76.84,7684,CC_PURCHASE,,3174,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_552
553,2025-01-06,108.40,10840,108.40,10840,CC_PURCHASE,,3173,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_553
558,2025-01-10,2415.47,241547,2415.47,241547,CC_PURCHASE,,3158,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_558
559,2025-01-10,642.89,64289,642.89,64289,CC_PURCHASE,,3159,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_559
564,2025-01-13,90.08,9008,90.08,9008,CC_PURCHASE,,3154,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_564
565,2025-01-13,36.00,3600,36.00,3600,CC_PURCHASE,,3153,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_565
566,2025-01-13,129.29,12929,129.29,12929,CC_PURCHASE,,3152,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_566
567,2025-01-13,407.10,40710,407.10,40710,CC_PURCHASE,,668,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_567
568,2025-01-13,337.47,33747,337.47,33747,CC_PURCHASE,,3151,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_568
569,2025-01-13,14.40,1440,14.40,1440,CC_PURCHASE,,3150,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_569
570,2025-01-16,29.21,2921,29.21,2921,CC_PURCHASE,,664,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_570
571,2025-01-15,51.07,5107,51.07,5107,CC_PURCHASE,,665,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_571
577,2025-01-20,121.89,12189,121.89,12189,CC_PURCHASE,,3130,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_577
578,2025-01-20,293.52,29352,293.52,29352,CC_PURCHASE,,3128,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_578
579,2025-01-20,76.91,7691,76.91,7691,CC_PURCHASE,,3124,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_579
580,2025-01-20,42.18,4218,42.18,4218,CC_PURCHASE,,3125,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_580
581,2025-01-20,79.70,7970,79.70,7970,CC_PURCHASE,,3127,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_581
582,2025-01-21,28.00,2800,28.00,2800,CC_PURCHASE,,656,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_582
586,2025-01-27,36.79,3679,36.79,3679,CC_PURCHASE,,3112,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_586
587,2025-01-27,228.83,22883,228.83,22883,CC_PURCHASE,,647,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_587
588,2025-01-27,146.15,14615,146.15,14615,CC_PURCHASE,,645,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_588
590,2025-01-27,90.90,9090,90.90,9090,CC_PURCHASE,,641,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_590
591,2025-01-27,16.40,1640,16.40,1640,CC_PURCHASE,,643,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_591
592,2025-01-29,185.03,18503,185.03,18503,CC_PURCHASE,,632,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_592
594,2025-01-31,21.01,2101,21.01,2101,CC_PURCHASE,,623,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_594
596,2025-02-03,72.22,7222,72.22,7222,CC_PURCHASE,,607,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_596
598,2025-02-04,39.02,3902,39.02,3902,CC_PURCHASE,,604,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_598
600,2025-02-06,11.69,1169,11.69,1169,CC_PURCHASE,,3087,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_600
601,2025-02-06,119.04,11904,119.04,11904,CC_PURCHASE,,3086,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_601
603,2025-02-06,2314.34,231434,2314.34,231434,CC_PURCHASE,,3085,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_603
604,2025-02-07,601.67,60167,601.67,60167,CC_PURCHASE,,598,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_604
606,2025-02-10,329.65,32965,329.65,32965,CC_PURCHASE,,593,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_606
607,2025-02-10,155.41,15541,155.41,15541,CC_PURCHASE,,592,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_607
608,2025-02-10,26.25,2625,26.25,2625,CC_PURCHASE,,594,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_608
609,2025-02-18,30.00,3000,30.00,3000,CC_PURCHASE,,567,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_609
613,2025-02-13,4391.25,439125,4391.25,439125,CC_PURCHASE,,3066,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_613
614,2025-02-13,1033.68,103368,1033.68,103368,CC_PURCHASE,,570,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_614
617,2025-02-14,50.70,5070,50.70,5070,CC_PURCHASE,,569,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_617
618,2025-02-14,59.97,5997,59.97,5997,CC_PURCHASE,,3060,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_618
620,2025-02-18,193.24,19324,193.24,19324,CC_PURCHASE,,566,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_620
621,2025-02-18,129.86,12986,129.86,12986,CC_PURCHASE,,564,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_621
623,2025-02-21,49.27,4927,49.27,4927,CC_PURCHASE,,556,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_623
626,2025-02-24,282.00,28200,282.00,28200,CC_PURCHASE,,551,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_626
628,2025-02-27,632.28,63228,632.28,63228,CC_PAYMENT_TRANSFER,516,,2410,cc_payment_links,WAVE_BILL_CC_SETTLE_628
629,2025-02-26,1958.20,195820,1958.20,195820,CC_PURCHASE,,3040,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_629
633,2025-02-27,15.61,1561,15.61,1561,CC_PURCHASE,,539,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_633
634,2025-02-28,47.66,4766,47.66,4766,CC_PURCHASE,,3034,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_634
641,2025-03-10,44.95,4495,44.95,4495,CC_PURCHASE,,516,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_641
642,2025-03-10,305.31,30531,305.31,30531,CC_PURCHASE,,513,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_642
643,2025-03-10,66.17,6617,66.17,6617,CC_PURCHASE,,515,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_643
644,2025-03-10,27.60,2760,27.60,2760,CC_PURCHASE,,512,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_644
647,2025-03-10,1869.91,186991,1869.91,186991,CC_PURCHASE,,3003,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_647
648,2025-03-17,58.62,5862,58.62,5862,CC_PAYMENT_TRANSFER,459,,2410,cc_payment_links,WAVE_BILL_CC_SETTLE_648
649,2025-03-17,195.46,19546,195.46,19546,CC_PAYMENT_TRANSFER,462,,2410,cc_payment_links,WAVE_BILL_CC_SETTLE_649
650,2025-03-17,19.54,1954,19.54,1954,CC_PAYMENT_TRANSFER,461,,2410,cc_payment_links,WAVE_BILL_CC_SETTLE_650
651,2025-03-17,37.92,3792,37.92,3792,CC_PAYMENT_TRANSFER,460,,2410,cc_payment_links,WAVE_BILL_CC_SETTLE_651
653,2025-03-17,80.08,8008,80.08,8008,CC_PURCHASE,,503,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_653
655,2025-03-17,51.08,5108,51.08,5108,CC_PURCHASE,,501,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_655
656,2025-03-17,110.86,11086,110.86,11086,CC_PURCHASE,,500,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_656
657,2025-03-19,120.68,12068,120.68,12068,CC_PURCHASE,,482,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_657
658,2025-03-20,20.68,2068,20.68,2068,CC_PURCHASE,,478,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_658
659,2025-03-19,12.64,1264,12.64,1264,CC_PURCHASE,,481,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_659
660,2025-03-18,1393.93,139393,1393.93,139393,CC_PAYMENT_ALLOC,453,,2410,cc_payment_links,WAVE_BILL_CC_SETTLE_660
663,2025-03-21,34.49,3449,34.49,3449,CC_PURCHASE,,474,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_663
664,2025-03-20,2531.83,253183,2531.83,253183,CC_PURCHASE,,2983,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_664
665,2025-03-24,116.58,11658,116.58,11658,CC_PURCHASE,,463,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_665
666,2025-03-21,682.18,68218,682.18,68218,CC_PURCHASE,,468,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_666
667,2025-03-21,166.28,16628,166.28,16628,CC_PURCHASE,,467,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_667
669,2025-03-24,81.80,8180,81.80,8180,CC_PURCHASE,,460,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_669
670,2025-03-24,97.19,9719,97.19,9719,CC_PURCHASE,,462,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_670
671,2025-03-24,8.92,892,8.92,892,CC_PURCHASE,,461,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_671
673,2025-03-25,93.02,9302,93.02,9302,CC_PURCHASE,,457,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_673
675,2025-03-25,59.52,5952,59.52,5952,CC_PURCHASE,,456,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_675
681,2025-04-07,72.26,7226,72.26,7226,CC_PURCHASE,,440,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_681
683,2025-04-09,68.55,6855,68.55,6855,CC_PURCHASE,,433,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_683
686,2025-04-24,121.94,12194,121.94,12194,CC_PAYMENT_TRANSFER,371,,2410,cc_payment_links,WAVE_BILL_CC_SETTLE_686
687,2025-04-17,19.45,1945,19.45,1945,CC_PURCHASE,,416,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_687
689,2025-04-24,333.91,33391,333.91,33391,CC_PURCHASE,,409,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_689
690,2025-04-25,27.83,2783,27.83,2783,CC_PURCHASE,,408,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_690
692,2025-04-28,45.59,4559,45.59,4559,CC_PURCHASE,,400,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_692
699,2025-05-20,45.74,4574,45.74,4574,CC_PURCHASE,,375,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_699
700,2025-05-15,49.12,4912,49.12,4912,CC_PURCHASE,,381,2410,cc_purchase_assumed_dwayne,WAVE_BILL_CC_SETTLE_700
365,2024-09-13,321.65,32165,321.65,32165,SPLIT_CC_PAYMENT,,"3495,3496,3497",2410,split_payments_cc,WAVE_BILL_CC_SETTLE_SPLIT_365_2024-09-13
486,2024-11-25,654.74,65474,400.00,40000,SPLIT_CC_PAYMENT,,3326,2410,split_payments_cc,WAVE_BILL_CC_SETTLE_SPLIT_486_2024-11-25
575,2025-01-20,566.01,56601,400.00,40000,SPLIT_CC_PAYMENT,,3131,2410,split_payments_cc,WAVE_BILL_CC_SETTLE_SPLIT_575_2025-01-20
