id,allocation_id,external_system,external_kind,external_id,notes
f4874fbc-34a8-55e6-8321-47ebdf57bec1,873f8538-9272-5cac-b808-061b7e16c901,wave,bill,122,invoice_number=9004423490
e9897570-2944-5030-8015-f87044ff62b0,d07f8766-9fb4-5ec4-b9cd-ac6c40348775,gfs,invoice,9004638160,
26da3553-6433-55c0-a565-ea9adbafd542,d07f8766-9fb4-5ec4-b9cd-ac6c40348775,wave,bill,127,invoice_number=9004638160
b53e8443-0128-5533-b301-3c176ef2a283,56ba80fc-8c53-59ee-ab7f-17707d8b60af,gfs,invoice,9004686201,
e9531a09-e353-521a-9c21-25a8caeed7c3,56ba80fc-8c53-59ee-ab7f-17707d8b60af,wave,bill,129,invoice_number=9004686201
e652adab-9b59-5011-b5db-7aec32fa538c,a3ef0b54-3d25-53d1-b71d-f0ab705c235b,gfs,invoice,9004838078,
81be5e76-1980-518a-a5eb-f7df7716c391,a3ef0b54-3d25-53d1-b71d-f0ab705c235b,wave,bill,132,invoice_number=9004838078
9bfcb8f0-e408-54f5-b9e4-9cad117504a4,1b8be639-e597-567f-a80e-93b38fb3c4e2,gfs,invoice,9005011016,
06cb0d03-50fd-500b-beb1-a77f1f48ffcc,1b8be639-e597-567f-a80e-93b38fb3c4e2,wave,bill,137,invoice_number=9005011016
abc9cfc8-7c34-55ff-9ed1-f48e7d31bbf0,d7980afa-63cd-524d-bf4c-d49d24e72620,gfs,invoice,9005163888,
b9944d55-f462-574e-8c6d-b882565c7137,d7980afa-63cd-524d-bf4c-d49d24e72620,wave,bill,141,invoice_number=9005163888
cb0de2f1-3bbd-5133-b0df-f77c70b99ce5,b8f4f4b0-8c53-50f3-ab79-82a4d12c6783,gfs,invoice,9005216555,
108af325-5443-5ad8-9c6f-c1abd4a28835,b8f4f4b0-8c53-50f3-ab79-82a4d12c6783,wave,bill,142,invoice_number=9005216555
1bec45d8-bd4e-5d90-90d1-367af904b59a,13ce6e94-f193-5052-8878-22ddc427dca7,gfs,invoice,9005299395,
aaeef655-671f-581c-8f8c-a740158c1f4d,13ce6e94-f193-5052-8878-22ddc427dca7,wave,bill,146,invoice_number=9005299395
a8f1fa72-311c-5515-8a71-66ddf6ed25e1,786bac68-5518-5c45-8831-38388b627bc6,gfs,invoice,9005357713,
ffbce43b-2798-51a9-9352-cd6b52c19c06,786bac68-5518-5c45-8831-38388b627bc6,wave,bill,147,invoice_number=9005357713
8e74e45c-4494-516b-8b28-05838484dac8,37ecbb97-04c2-578b-b015-876ee9ec89dd,gfs,invoice,9005693526,
294dc953-813c-5de1-b2df-28397b0e5754,37ecbb97-04c2-578b-b015-876ee9ec89dd,wave,bill,150,invoice_number=9005693526
d39c3c0c-b14b-5c08-ab26-837e4fe76c8c,04456dfd-b2dd-50ac-95e9-e55dd63ca4d8,gfs,invoice,9005827880,
f726023e-945d-5c48-bb23-0b0d1388eb38,04456dfd-b2dd-50ac-95e9-e55dd63ca4d8,wave,bill,159,invoice_number=9005827880
68d5db50-6bae-5650-9af0-c7dc0609049c,2c51b699-4dda-554d-a781-a79ed44224c9,gfs,invoice,9005873404,
778024cb-66f3-5435-b36c-bb1a442e8f24,2c51b699-4dda-554d-a781-a79ed44224c9,wave,bill,164,invoice_number=9005873404
7aafd4d4-a0c4-5178-ac63-77cad1ec5573,64947400-b42b-5752-ae67-e9fda60a3c84,gfs,invoice,9006132497,
3605da4b-eac4-5e50-babd-586759b5e76a,64947400-b42b-5752-ae67-e9fda60a3c84,wave,bill,171,invoice_number=9006132497
962ad874-00d6-587f-bdab-0f14386a3744,6f40434b-be4a-5d4d-8791-c84160a53d57,gfs,invoice,9006298062,
5f3d0893-29fa-5e5c-966c-35048767fc6f,6f40434b-be4a-5d4d-8791-c84160a53d57,wave,bill,182,invoice_number=9006298062
689a4156-2ed0-5294-8f1c-9b2b1404f5f1,56bd967b-8865-5464-a15e-bc91ebd7de46,gfs,invoice,9006305521,
9e23c753-76af-5fee-b435-17a375284860,5943bd19-89aa-5e62-829f-3b3fa729ec74,gfs,invoice,9006340884,
c2c475c9-eb87-5acf-bdf6-79679f763432,56f939e7-89c5-5d15-80f4-a2be7acc7207,gfs,invoice,9006467889,
70fa94e7-590a-596b-911d-b48f8e559c00,56f939e7-89c5-5d15-80f4-a2be7acc7207,wave,bill,188,invoice_number=9006467889
c5e6b518-4512-5fa2-b52a-768b34593b15,6d6c93bf-36c1-5a03-b3dd-46f0c8968ad9,gfs,invoice,9006623852,
4950aef7-2e3b-51f6-97b4-21532468b903,6d6c93bf-36c1-5a03-b3dd-46f0c8968ad9,wave,bill,193,invoice_number=9006623852
c64b7bf5-06f2-585c-adf0-17545d00dd67,95749f88-0f78-53e7-bfa9-38196ddc3f3e,gfs,invoice,9006683806,
4362807b-d1f2-5955-8fa6-e4584b365f7b,95749f88-0f78-53e7-bfa9-38196ddc3f3e,wave,bill,198,invoice_number=9006683806
07366da4-7fcf-576a-b63e-ed0fc140bde5,0285fc2b-0905-54d3-8e8f-61f1e13a760e,gfs,invoice,9006727793,
28c25680-35db-51ef-9c61-bb539537e77e,0285fc2b-0905-54d3-8e8f-61f1e13a760e,wave,bill,204,invoice_number=9006727793
2ede3355-637b-5d02-af1e-1d0af20c6ba1,fb75760d-b796-5e84-b5af-d1b7a28db716,gfs,invoice,9006903547,
0acda6fd-e626-57a9-8a14-8addbbf8991b,fb75760d-b796-5e84-b5af-d1b7a28db716,wave,bill,220,invoice_number=9006903547
a9fd013a-7ec9-5ac2-a7cb-e6897eda9340,c917f67e-b294-5087-bfa6-04d603e9ce3a,gfs,invoice,9006903744,
a364bf5c-4357-59e6-a126-8b4f32b0edd7,c917f67e-b294-5087-bfa6-04d603e9ce3a,wave,bill,216,invoice_number=9006903744
40e6067f-b602-5e92-99c2-0f6f595f438a,1e54e2f0-5559-5c59-ad07-4775086ad3fc,gfs,invoice,9007010687,
86e0da1a-901d-5e13-bc38-105e0fce771d,1e54e2f0-5559-5c59-ad07-4775086ad3fc,wave,bill,222,invoice_number=9007010687
aa627d43-0a6b-52f1-b25c-4341ddb15a9c,76e249ef-6b13-5f02-a472-6dfc6a36b8af,gfs,invoice,9007044619,
