bank_txn_id,bank_date,bank_debit_cents,bank_debit,evidence_category,category,allocation_scaled,raw_allocated_to_bills_cents,raw_allocated_to_bills,shareholder_account,matched_wave_bill_ids,match_methods,allocated_to_bills_cents,allocated_to_bills,remainder_cents,remainder,remainder_account,journal_entry_id
762,2024-12-05,176000,1760.00,RENT_REIMBURSEMENT,RENT_REIMBURSEMENT,0,176000,1760.00,2400,"455,501",SPLIT_PAYMENTS,176000,1760.00,0,0.00,,WAVE_BILL_REIMBURSE_762
772,2024-12-03,13287,132.87,REIMBURSEMENT,REIMBURSEMENT,0,13287,132.87,2400,523,WAVE_MATCHES,13287,132.87,0,0.00,,WAVE_BILL_REIMBURSE_772
776,2024-12-03,4968,49.68,REIMBURSEMENT,REIMBURSEMENT,0,4968,49.68,2400,498,WAVE_MATCHES,4968,49.68,0,0.00,,WAVE_BILL_REIMBURSE_776
777,2024-12-03,25474,254.74,REIMBURSEMENT,REIMBURSEMENT,0,25474,254.74,2410,486,SPLIT_PAYMENTS,25474,254.74,0,0.00,,WAVE_BILL_REIMBURSE_777
781,2024-12-03,17886,178.86,REIMBURSEMENT,REIMBURSEMENT,0,17886,178.86,2410,490,WAVE_MATCHES,17886,178.86,0,0.00,,WAVE_BILL_REIMBURSE_781
782,2024-12-03,11695,116.95,REIMBURSEMENT,REIMBURSEMENT,0,11695,116.95,2400,495,WAVE_MATCHES,11695,116.95,0,0.00,,WAVE_BILL_REIMBURSE_782
785,2024-12-03,34485,344.85,REIMBURSEMENT,REIMBURSEMENT,0,34485,344.85,2410,493,WAVE_MATCHES,34485,344.85,0,0.00,,WAVE_BILL_REIMBURSE_785
787,2024-12-03,65205,652.05,REIMBURSEMENT,REIMBURSEMENT,0,65205,652.05,2410,507,WAVE_MATCHES,65205,652.05,0,0.00,,WAVE_BILL_REIMBURSE_787
790,2024-12-02,13150,131.50,REIMBURSEMENT,REIMBURSEMENT,0,13150,131.50,2410,506,WAVE_MATCHES,13150,131.50,0,0.00,,WAVE_BILL_REIMBURSE_790
819,2024-11-18,10498,104.98,REIMBURSEMENT,REIMBURSEMENT,0,10498,104.98,2400,476,WAVE_MATCHES,10498,104.98,0,0.00,,WAVE_BILL_REIMBURSE_819
820,2024-11-18,11773,117.73,REIMBURSEMENT,REIMBURSEMENT,0,11773,117.73,2400,481,WAVE_MATCHES,11773,117.73,0,0.00,,WAVE_BILL_REIMBURSE_820
843,2024-11-12,3011,30.11,REIMBURSEMENT,REIMBURSEMENT,0,3011,30.11,2400,714,WAVE_MATCHES,3011,30.11,0,0.00,,WAVE_BILL_REIMBURSE_843
845,2024-11-12,3144,31.44,REIMBURSEMENT,REIMBURSEMENT,0,3144,31.44,2400,713,WAVE_MATCHES,3144,31.44,0,0.00,,WAVE_BILL_REIMBURSE_845
847,2024-11-12,10112,101.12,REIMBURSEMENT,REIMBURSEMENT,0,10112,101.12,2400,468,WAVE_MATCHES,10112,101.12,0,0.00,,WAVE_BILL_REIMBURSE_847
848,2024-11-12,3399,33.99,REIMBURSEMENT,REIMBURSEMENT,0,3399,33.99,2400,467,WAVE_MATCHES,3399,33.99,0,0.00,,WAVE_BILL_REIMBURSE_848
856,2024-11-06,50456,504.56,REIMBURSEMENT,REIMBURSEMENT,0,50456,504.56,2400,425,WAVE_MATCHES,50456,504.56,0,0.00,,WAVE_BILL_REIMBURSE_856
857,2024-11-06,10699,106.99,REIMBURSEMENT,REIMBURSEMENT,0,11332,113.32,2400,385,WAVE_MATCHES,11332,113.32,-633,-6.33,,WAVE_BILL_REIMBURSE_857
859,2024-11-06,5697,56.97,REIMBURSEMENT,REIMBURSEMENT,0,5657,56.57,2400,452,WAVE_MATCHES,5657,56.57,40,0.40,9100,WAVE_BILL_REIMBURSE_859
860,2024-11-06,1198,11.98,REIMBURSEMENT,REIMBURSEMENT,0,1198,11.98,2400,461,WAVE_MATCHES,1198,11.98,0,0.00,,WAVE_BILL_REIMBURSE_860
864,2024-11-04,12649,126.49,REIMBURSEMENT,REIMBURSEMENT,0,12649,126.49,2400,434,WAVE_MATCHES,12649,126.49,0,0.00,,WAVE_BILL_REIMBURSE_864
875,2024-11-04,4625,46.25,REIMBURSEMENT,REIMBURSEMENT,0,4625,46.25,2400,457,WAVE_MATCHES,4625,46.25,0,0.00,,WAVE_BILL_REIMBURSE_875
876,2024-11-04,12338,123.38,REIMBURSEMENT,REIMBURSEMENT,0,12338,123.38,2400,453,WAVE_MATCHES,12338,123.38,0,0.00,,WAVE_BILL_REIMBURSE_876
888,2024-10-28,22032,220.32,REIMBURSEMENT,REIMBURSEMENT,0,22032,220.32,2400,445,WAVE_MATCHES,22032,220.32,0,0.00,,WAVE_BILL_REIMBURSE_888
890,2024-10-28,6419,64.19,REIMBURSEMENT,REIMBURSEMENT,0,6419,64.19,2400,448,WAVE_MATCHES,6419,64.19,0,0.00,,WAVE_BILL_REIMBURSE_890
893,2024-10-28,7338,73.38,REIMBURSEMENT,REIMBURSEMENT,0,7338,73.38,2400,443,WAVE_MATCHES,7338,73.38,0,0.00,,WAVE_BILL_REIMBURSE_893
894,2024-10-28,54393,543.93,REIMBURSEMENT,REIMBURSEMENT,0,54393,543.93,2410,450,WAVE_MATCHES,54393,543.93,0,0.00,,WAVE_BILL_REIMBURSE_894
903,2024-10-24,48959,489.59,REIMBURSEMENT,REIMBURSEMENT,0,48959,489.59,2410,442,WAVE_MATCHES,48959,489.59,0,0.00,,WAVE_BILL_REIMBURSE_903
904,2024-10-24,132347,1323.47,REIMBURSEMENT,REIMBURSEMENT,0,132347,1323.47,2400,437,WAVE_MATCHES,132347,1323.47,0,0.00,,WAVE_BILL_REIMBURSE_904
905,2024-10-24,20000,200.00,REIMBURSEMENT,REIMBURSEMENT,0,20000,200.00,2400,428,WAVE_MATCHES,20000,200.00,0,0.00,,WAVE_BILL_REIMBURSE_905
909,2024-10-22,300000,3000.00,HST_REIMBURSEMENT,HST_REIMBURSEMENT,0,100000,1000.00,2400,"720,721",WAVE_BILL_FUNDING,100000,1000.00,200000,2000.00,2200,WAVE_BILL_REIMBURSE_909
910,2024-10-22,16935,169.35,REIMBURSEMENT,REIMBURSEMENT,0,16935,169.35,2400,391,WAVE_MATCHES,16935,169.35,0,0.00,,WAVE_BILL_REIMBURSE_910
911,2024-10-22,2310,23.10,REIMBURSEMENT,REIMBURSEMENT,0,2310,23.10,2400,374,WAVE_MATCHES,2310,23.10,0,0.00,,WAVE_BILL_REIMBURSE_911
912,2024-10-22,6416,64.16,REIMBURSEMENT,REIMBURSEMENT,0,6416,64.16,2400,364,WAVE_MATCHES,6416,64.16,0,0.00,,WAVE_BILL_REIMBURSE_912
913,2024-10-22,1493,14.93,REIMBURSEMENT,REIMBURSEMENT,0,1493,14.93,2400,338,WAVE_MATCHES,1493,14.93,0,0.00,,WAVE_BILL_REIMBURSE_913
914,2024-10-22,4286,42.86,REIMBURSEMENT,REIMBURSEMENT,0,4286,42.86,2400,433,WAVE_MATCHES,4286,42.86,0,0.00,,WAVE_BILL_REIMBURSE_914
915,2024-10-22,1159,11.59,REIMBURSEMENT,REIMBURSEMENT,0,1159,11.59,2400,389,WAVE_MATCHES,1159,11.59,0,0.00,,WAVE_BILL_REIMBURSE_915
916,2024-10-22,3033,30.33,REIMBURSEMENT,REIMBURSEMENT,0,3033,30.33,2400,390,WAVE_MATCHES,3033,30.33,0,0.00,,WAVE_BILL_REIMBURSE_916
917,2024-10-22,2528,25.28,REIMBURSEMENT,REIMBURSEMENT,0,2529,25.29,2400,336,WAVE_MATCHES,2529,25.29,-1,-0.01,,WAVE_BILL_REIMBURSE_917
922,2024-10-21,5924,59.24,REIMBURSEMENT,REIMBURSEMENT,0,5924,59.24,2400,430,WAVE_MATCHES,5924,59.24,0,0.00,,WAVE_BILL_REIMBURSE_922
923,2024-10-21,1943,19.43,REIMBURSEMENT,REIMBURSEMENT,0,1943,19.43,2400,431,WAVE_MATCHES,1943,19.43,0,0.00,,WAVE_BILL_REIMBURSE_923
942,2024-10-15,5689,56.89,REIMBURSEMENT,REIMBURSEMENT,0,5689,56.89,2400,419,WAVE_MATCHES,5689,56.89,0,0.00,,WAVE_BILL_REIMBURSE_942
943,2024-10-15,7313,73.13,REIMBURSEMENT,REIMBURSEMENT,0,7313,73.13,2400,414,WAVE_MATCHES,7313,73.13,0,0.00,,WAVE_BILL_REIMBURSE_943
944,2024-10-15,3433,34.33,REIMBURSEMENT,REIMBURSEMENT,0,3433,34.33,2400,421,WAVE_MATCHES,3433,34.33,0,0.00,,WAVE_BILL_REIMBURSE_944
953,2024-10-11,11851,118.51,REIMBURSEMENT,REIMBURSEMENT,0,11851,118.51,2400,411,WAVE_MATCHES,11851,118.51,0,0.00,,WAVE_BILL_REIMBURSE_953
954,2024-10-11,146280,1462.80,REIMBURSEMENT,REIMBURSEMENT,0,146280,1462.80,2410,417,WAVE_MATCHES,146280,1462.80,0,0.00,,WAVE_BILL_REIMBURSE_954
969,2024-10-07,15289,152.89,REIMBURSEMENT,REIMBURSEMENT,0,15289,152.89,2400,410,WAVE_MATCHES,15289,152.89,0,0.00,,WAVE_BILL_REIMBURSE_969
970,2024-10-07,4550,45.50,REIMBURSEMENT,REIMBURSEMENT,0,4550,45.50,2400,409,WAVE_MATCHES,4550,45.50,0,0.00,,WAVE_BILL_REIMBURSE_970
976,2024-10-02,96858,968.58,REIMBURSEMENT,REIMBURSEMENT,0,96858,968.58,2400,381,WAVE_MATCHES,96858,968.58,0,0.00,,WAVE_BILL_REIMBURSE_976
977,2024-10-02,18367,183.67,REIMBURSEMENT,REIMBURSEMENT,0,21122,211.22,2400,371,WAVE_MATCHES,21122,211.22,-2755,-27.55,,WAVE_BILL_REIMBURSE_977
981,2024-10-01,8697,86.97,REIMBURSEMENT,REIMBURSEMENT,0,8697,86.97,2400,397,WAVE_MATCHES,8697,86.97,0,0.00,,WAVE_BILL_REIMBURSE_981
983,2024-10-01,8318,83.18,REIMBURSEMENT,REIMBURSEMENT,0,8318,83.18,2400,449,WAVE_MATCHES,8318,83.18,0,0.00,,WAVE_BILL_REIMBURSE_983
984,2024-10-01,6604,66.04,REIMBURSEMENT,REIMBURSEMENT,0,6604,66.04,2400,396,WAVE_MATCHES,6604,66.04,0,0.00,,WAVE_BILL_REIMBURSE_984
1008,2024-09-23,2932,29.32,REIMBURSEMENT,REIMBURSEMENT,0,2932,29.32,2400,379,WAVE_MATCHES,2932,29.32,0,0.00,,WAVE_BILL_REIMBURSE_1008
1012,2024-09-20,11270,112.70,REIMBURSEMENT,REIMBURSEMENT,0,11270,112.70,2400,376,WAVE_MATCHES,11270,112.70,0,0.00,,WAVE_BILL_REIMBURSE_1012
1013,2024-09-20,3314,33.14,REIMBURSEMENT,REIMBURSEMENT,0,3314,33.14,2400,372,WAVE_MATCHES,3314,33.14,0,0.00,,WAVE_BILL_REIMBURSE_1013
