fy,entry_date,itc_start_date,pre_start_end_date,bills_count,bills_missing_alloc_basis,tax_reclassed_cents,tax_reclassed,journal_entry_id
FY2024,2024-05-31,2024-02-26,2024-02-25,178,0,740319,7403.19,ITC_START_DATE_ADJUST_FY2024
