id,bank_txn_id,target_type,target_id,amount_cents,notes,created_at
147,1077,WAVE_BILL,324,40250,MANUAL_SPLIT_V1 July rent - e-transfer to Dwayne Jul 30,2026-01-21 17:59:31
148,1070,WAVE_BILL,326,23665,MANUAL_SPLIT_V1 GFS PAD with invoice 9012419964,2026-01-21 17:59:31
149,1070,WAVE_BILL,327,23665,MANUAL_SPLIT_V1 GFS PAD with invoice 9012388498,2026-01-21 17:59:31
150,1042,WAVE_BILL,345,128250,MANUAL_SPLIT_V1 September rent - e-transfer to Thomas Sept 9 (with Aug rent),2026-01-21 17:59:31
151,853,WAVE_BILL,438,184643,MANUAL_SPLIT_V1 GFS PAD Nov 8 with 9015554603 and credit,2026-01-21 17:59:31
152,853,WAVE_BILL,447,184643,MANUAL_SPLIT_V1 GFS PAD Nov 8 with 9015480379 and credit,2026-01-21 17:59:31
153,487,WAVE_BILL,509,24063,MANUAL_SPLIT_V1 Sysco PAD Mar 11,2026-01-21 17:59:31
154,696,WAVE_BILL,542,6500,MANUAL_SPLIT_V1 Q2-Q4 2024 monthly account fees (9 x $65),2026-01-21 17:59:31
155,796,WAVE_BILL,542,6500,MANUAL_SPLIT_V1 Q2-Q4 2024 monthly account fees (9 x $65),2026-01-21 17:59:31
156,879,WAVE_BILL,542,6500,MANUAL_SPLIT_V1 Q2-Q4 2024 monthly account fees (9 x $65),2026-01-21 17:59:31
157,993,WAVE_BILL,542,6500,MANUAL_SPLIT_V1 Q2-Q4 2024 monthly account fees (9 x $65),2026-01-21 17:59:31
158,1062,WAVE_BILL,542,6500,MANUAL_SPLIT_V1 Q2-Q4 2024 monthly account fees (9 x $65),2026-01-21 17:59:31
159,1076,WAVE_BILL,542,6500,MANUAL_SPLIT_V1 Q2-Q4 2024 monthly account fees (9 x $65),2026-01-21 17:59:31
160,1082,WAVE_BILL,542,6500,MANUAL_SPLIT_V1 Q2-Q4 2024 monthly account fees (9 x $65),2026-01-21 17:59:31
161,1092,WAVE_BILL,542,6500,MANUAL_SPLIT_V1 Q2-Q4 2024 monthly account fees (9 x $65),2026-01-21 17:59:31
162,1123,WAVE_BILL,542,6500,MANUAL_SPLIT_V1 Q2-Q4 2024 monthly account fees (9 x $65),2026-01-21 17:59:31
163,487,WAVE_BILL,556,24063,MANUAL_SPLIT_V1 Sysco PAD Mar 11,2026-01-21 17:59:31
164,513,WAVE_BILL,619,212495,MANUAL_SPLIT_V1 GFS PAD Feb 28 with 9019250185,2026-01-21 17:59:31
165,453,WAVE_BILL,660,15707,MANUAL_SPLIT_V1 Atlantic Superstore - payment to card 0318,2026-01-21 17:59:31
166,454,WAVE_BILL,660,123686,MANUAL_SPLIT_V1 Atlantic Superstore - payment to card 0318,2026-01-21 17:59:31
167,331,WAVE_BILL,696,83270,MANUAL_SPLIT_V1 May rent - paid with June rent ($832.70 total) via debit Jun 4; June rent outside FY scope,2026-01-21 17:59:31
168,853,WAVE_BILL,732,184643,MANUAL_SPLIT_V1 GFS credit memo in PAD Nov 8,2026-01-21 17:59:31
169,513,WAVE_BILL,733,212495,MANUAL_SPLIT_V1 GFS PAD Feb 28 with 9019304169,2026-01-21 17:59:31
170,1525,WAVE_BILL,749,9500,MANUAL_SPLIT_V1 Jeff Bembridge sauces - part of $95 e-transfer ($75 was change float),2026-01-21 17:59:31
